loc_rowid,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_eqt
273,Radial Velocity,1998,Multiple Observatories,61.11660000,13.300,1.190,723.22350,2.27560,1.690000,
274,Radial Velocity,2000,Multiple Observatories,30.08810000,14.000,1.250,226.98460,0.71420,0.455000,
275,Radial Velocity,2005,W. M. Keck Observatory,1.93778000,2.510,0.224,6.83000,0.02100,2.370000,
276,Radial Velocity,2010,W. M. Keck Observatory,124.26000000,3.920,0.350,14.60000,0.04600,1.330000,
277,Radial Velocity,2020,La Silla Observatory,9.26200000,1.880,0.168,4.20000,0.01321,3.470000,468
278,Radial Velocity,2020,La Silla Observatory,21.78900000,2.670,0.238,7.60000,0.02391,2.190000,352
279,Radial Velocity,2020,Multiple Observatories,241.88300000,6.100,0.544,30.90000,0.09722,0.748000,
280,Radial Velocity,2020,Multiple Observatories,771.36000000,9.600,0.856,66.74397,0.21000,0.415000,
281,Radial Velocity,2018,Haute-Provence Observatory,73.94000000,4.670,0.417,19.66000,0.06186,1.060000,
282,Radial Velocity,2020,Roque de los Muchachos Observatory,18.27000000,3.070,0.274,9.65000,0.03036,1.830000,453
283,Transit,2017,K2,1.20898190,1.577,0.141,4.91000,0.01545,6.930000,1044
284,Transit,2017,K2,3.64809570,1.241,0.111,0.84000,0.00264,2.420000,722
285,Transit,2017,K2,6.20146980,2.022,0.180,4.04000,0.01271,2.690000,605
286,Transit,2021,Acton Sky Portal Observatory,1.74457900,16.477,1.470,6261.21962,19.70000,8.222423,2300
287,Imaging,2004,Paranal Observatory,,33.600,3.000,6356.00000,20.00000,0.921000,2650
288,Imaging,2010,Palomar Observatory,,20.176,1.800,5000.00000,16.00000,3.350000,2300
289,Imaging,2014,Gemini Observatory,,14.179,1.265,3591.30000,11.30000,6.920000,1050
290,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.05252400,13.776,1.229,533.95172,1.68000,1.120000,
291,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.69152240,14.818,1.322,259.66581,0.81700,0.439000,
292,Radial Velocity,2019,Haute-Provence Observatory,3.82200000,3.660,0.327,13.02000,0.04097,1.460000,830
293,Radial Velocity,2019,Multiple Observatories,13.85080000,2.240,0.200,5.63000,0.01771,2.750000,
294,Radial Velocity,2018,Roque de los Muchachos Observatory,15.53000000,2.460,0.220,6.62400,0.02084,2.450000,379
295,Transit,2006,HATNet,4.46529976,14.785,1.319,166.86075,0.52500,0.282000,1322
296,Transit,2008,HATNet,4.88780244,4.360,0.389,26.69772,0.08400,1.680000,838
297,Radial Velocity,2018,W. M. Keck Observatory,3407.00000000,13.300,1.190,731.00900,2.30000,1.710000,
298,Transit,2009,HATNet,3.21305980,10.749,0.959,67.05900,0.21100,0.319200,963
299,Transit,2009,HATNet,2.91625000,14.258,1.272,270.46200,0.85100,0.362000,1740
300,Radial Velocity,2009,W. M. Keck Observatory,446.27000000,12.300,1.100,4538.42100,14.28000,13.400000,340
301,Transit,2010,HATNet,4.62767000,15.917,1.420,1093.33520,3.44000,1.560000,1624
302,Transit,2010,HATNet,10.86350000,11.882,1.060,616.59020,1.94000,1.960000,904
303,Transit,2010,HATNet,2.77596000,14.448,1.289,1332.60500,4.19300,2.420000,1626
304,Transit,2010,HATNet,10.33852000,11.769,1.050,184.34140,0.58000,0.640000,792
305,Radial Velocity,2010,W. M. Keck Observatory,5584.00000000,13.100,1.170,1080.60000,3.40000,2.640000,
306,Transit,2010,HATNet,5.50802300,11.153,0.995,62.61000,0.19700,0.250000,852
307,Transit,2010,HATNet,4.00877800,12.689,1.132,92.80200,0.29200,0.250000,1010
308,Transit,2007,HATNet,5.63351580,10.660,0.951,2765.12100,8.70000,7.290000,1540
309,Transit,2010,HATNet,2.87531700,9.718,0.867,2302.89900,7.24600,13.780000,970
310,Transit,2010,HATNet,4.12448000,12.442,1.110,1547.83210,4.87000,4.600000,1283
311,Transit,2010,HATNet,3.21222000,12.890,1.150,785.04010,2.47000,2.140000,1463
312,Transit,2010,HATNet,1.21288000,12.218,1.090,425.89220,1.34000,1.406000,1951
313,Transit,2010,HATNet,3.35524000,14.572,1.300,238.37250,0.75000,0.440000,1637
314,Transit,2010,HATNet,3.65281514,12.722,1.135,180.84527,0.56900,0.483000,1182
315,Transit,2010,HATNet,4.23452000,7.062,0.630,22.24810,0.07000,0.400000,1001
316,Transit,2011,HATNet,3.03957700,11.430,1.020,197.05000,0.62000,0.760000,
317,Transit,2011,HATNet,3.25721500,13.585,1.212,198.95300,0.62600,0.440000,1384
318,Transit,2011,HATNet,5.72319000,13.115,1.170,279.69040,0.88000,0.790000,1271
319,Transit,2007,HATNet,2.89970000,10.536,0.940,206.58950,0.65000,0.855000,1189
320,Transit,2011,HATNet,2.81060000,16.141,1.440,263.79890,0.83000,0.309000,1630
321,Transit,2011,HATNet,5.00542000,12.218,1.090,721.47410,2.27000,2.180000,1450
322,Transit,2011,HATNet,2.15000820,22.194,1.980,216.12440,0.68000,0.108000,1836
323,Transit,2011,HATNet,3.47447000,20.737,1.850,292.40360,0.92000,0.200000,1782
324,Transit,2011,HATNet,5.45265400,13.417,1.197,1058.37390,3.33000,2.500000,1520
325,Transit,2011,HATNet,3.64670600,14.930,1.332,335.62848,1.05600,0.550000,1581
326,Transit,2011,HATNet,1.32734683,14.314,1.277,587.41341,1.84820,1.175000,1781
327,Transit,2011,HATNet,2.79743600,13.204,1.178,371.52800,1.16900,0.890000,1271
328,Transit,2012,HATNet,4.64038200,9.247,0.825,84.85700,0.26700,0.590000,1082
329,Transit,2012,HATNet,3.54387000,17.609,1.571,190.37200,0.59900,0.190000,1752
330,Transit,2007,HATNet,3.05653600,14.280,1.274,213.25500,0.67100,0.403000,1686
331,Transit,2012,HATNet,4.45724000,17.038,1.520,152.55840,0.48000,0.150000,1770
332,Transit,2012,HATNet,2.69405000,22.978,2.050,378.21770,1.19000,0.204000,1941
333,Transit,2012,HATNet,4.64187800,14.348,1.280,331.80100,1.04400,0.610000,1428
334,Transit,2012,HATNet,3.33264140,13.630,1.216,210.39500,0.66200,0.390000,1353
335,Transit,2014,HATNet,4.30121900,13.922,1.242,111.87100,0.35200,0.230000,1108
336,Radial Velocity,2014,W. M. Keck Observatory,872.20000000,13.000,1.160,1271.30000,4.00000,3.180000,
337,Transit,2014,HATNet,3.12899200,15.984,1.426,283.49200,0.89200,0.380000,1652
338,Transit,2014,HATNet,4.46312900,14.392,1.284,156.68400,0.49300,0.280000,1458
339,Transit,2014,HATNet,2.69155000,17.822,1.590,699.22600,2.20000,0.750000,2131
340,Transit,2007,HATNet,2.78849000,13.563,1.210,311.47340,0.98000,0.642000,1539
341,Transit,2015,HATNet,3.12201090,14.437,1.288,429.07050,1.35000,0.780000,1862
342,Transit,2015,HATNet,4.21802780,14.493,1.293,98.20947,0.30900,0.178000,1192
343,Transit,2015,HATNet,2.75359530,11.310,1.009,259.98494,0.81800,0.980000,1218
344,Transit,2015,HATNet,1.96162410,14.773,1.318,471.65972,1.48400,0.800000,1778
345,Transit,2015,HATNet,3.79984700,10.581,0.944,241.55080,0.76000,1.118000,818
346,Transit,2015,HATNet,3.58524670,13.249,1.182,184.97706,0.58200,0.435000,1313
347,Transit,2015,HATNet,2.79083000,16.926,1.510,734.18730,2.31000,0.750000,1840
348,Transit,2015,HATNet,2.46530000,19.504,1.740,448.14030,1.41000,0.332000,2200
349,Transit,2021,HATNet,4.01383790,14.930,1.332,118.23217,0.37200,0.194000,1622
350,Transit,2021,HATNet,4.14197710,12.588,1.123,489.45575,1.54000,1.347000,1278
351,Transit,2007,HATNet,3.85298000,16.589,1.480,419.53560,1.32000,0.558000,1675
352,Transit,2021,HATNet,4.79478130,18.282,1.631,182.43351,0.57400,0.164000,1772
353,Transit,2021,HATNet,1.90231289,10.077,0.899,335.94463,1.05700,1.800000,1505
354,Transit,2021,HATNet,2.64532350,12.027,1.073,241.86742,0.76100,0.770000,1512
355,Transit,2021,HATNet,3.37772800,12.543,1.119,195.14664,0.61400,0.540000,1237
356,Transit,2021,HATNet,4.00723200,19.089,1.703,184.34048,0.58000,0.144000,1766
357,Transit,2016,HATNet,2.60545520,21.185,1.890,167.49641,0.52700,0.096000,1930
358,Transit,2016,HATNet,2.97208600,17.822,1.590,248.86089,0.78300,0.242000,1896
359,Transit,2017,HATNet,4.81010250,23.371,2.085,108.06220,0.34000,0.052000,1903
360,Transit,2020,HATNet,2.29840551,12.016,1.072,230.10892,0.72400,0.727000,1028
361,Transit,2019,HATNet,4.78694910,18.786,1.676,1137.83140,3.58000,1.020000,1930
362,Transit,2008,HATNet,2.20474000,16.926,1.510,584.80720,1.84000,0.712000,2733
363,Transit,2019,HATNet,2.74432452,20.961,1.870,2154.88740,6.78000,1.540000,2562
364,Transit,2008,HATNet,3.07634000,15.693,1.400,406.82240,1.28000,0.568000,1700
365,Transit,2008,HATNet,3.92281072,15.614,1.393,238.05467,0.74900,0.342000,1540
366,Transit,2012,HATSouth,3.44645900,14.594,1.302,589.55000,1.85500,1.030000,1359
367,Transit,2015,HATSouth,3.31284600,10.862,0.969,167.17858,0.52600,0.700000,1407
368,Transit,2016,HATSouth,3.61918800,18.030,1.609,263.79890,0.83000,0.315000,1596
369,Transit,2016,HATSouth,3.14270200,7.760,0.692,759.61370,2.39000,1.120000,1446
370,Transit,2015,HATSouth,3.04404990,13.585,1.212,172.58169,0.54300,0.377000,1244
371,Transit,2015,HATSouth,2.76676410,11.646,1.039,340.39593,1.07100,1.191000,1276
372,Transit,2016,HATSouth,1.74748753,12.386,1.105,689.69110,2.17000,1.970000,1505
373,Transit,2016,HATSouth,2.68650200,14.572,1.300,1039.30410,3.27000,1.860000,1592
374,Transit,2016,HATSouth,16.25461100,8.709,0.777,425.25654,1.33800,3.500000,814
375,Transit,2016,Multiple Observatories,0.83784000,14.897,1.329,629.14449,1.97950,1.116900,2069
376,Transit,2013,HATSouth,1.35413300,13.092,1.168,427.46300,1.34500,1.050000,1577
377,Transit,2017,HATSouth,4.72281240,10.682,0.953,870.85420,2.74000,3.890000,858
378,Transit,2017,HATSouth,2.16051560,20.849,1.860,467.21010,1.47000,0.290000,1654
379,Transit,2017,HATSouth,1.34849780,15.637,1.395,718.29580,2.26000,1.030000,2166
380,Transit,2016,HATSouth,4.29864320,14.123,1.260,194.82979,0.61300,0.380000,1277
381,Transit,2016,HATSouth,3.30238810,19.616,1.750,206.58950,0.65000,0.153000,1918
382,Transit,2016,HATSouth,4.63703800,16.814,1.500,168.44990,0.53000,0.180000,1659
383,Transit,2016,HATSouth,3.18107810,13.384,1.194,213.58176,0.67200,0.480000,1253
384,Transit,2016,HATSouth,4.60587490,14.022,1.251,207.54299,0.65300,0.411000,1212
385,Transit,2013,HATSouth,3.54785100,15.480,1.381,340.38200,1.07100,0.510000,1648
386,Transit,2016,HATSouth,3.17435160,13.171,1.175,224.38798,0.70600,0.543000,1414
387,Transit,2016,HATSouth,3.37796000,18.383,1.640,279.69040,0.88000,0.243000,1823
388,Transit,2016,HATSouth,2.81265480,14.000,1.249,292.40360,0.92000,0.580000,1437
389,Transit,2016,HATSouth,2.54955510,13.787,1.230,378.85336,1.19200,0.790000,1429
390,Transit,2016,HATSouth,2.10616070,16.029,1.430,299.07803,0.94100,0.400000,1445
391,Transit,2016,HATSouth,1.82099930,16.410,1.464,388.38826,1.22200,0.484000,2037
392,Transit,2018,HATSouth,4.17518600,12.920,1.153,1022.14128,3.21600,2.120000,1203
393,Transit,2020,HATSouth,4.33153660,6.793,0.606,31.46517,0.09900,0.550000,1085
394,Transit,2020,HATSouth,4.37502100,6.882,0.614,23.51942,0.07400,0.403000,1294
395,Transit,2018,HATSouth,4.57763480,17.598,1.570,200.23290,0.63000,0.202000,1645
396,Transit,2014,HATSouth,2.51672900,11.433,1.020,420.47100,1.32300,1.550000,1315
397,Transit,2018,HATSouth,3.26427360,17.710,1.580,505.34970,1.59000,0.490000,2101
398,Transit,2018,HATSouth,4.19364900,14.908,1.330,3082.95100,9.70000,5.100000,1710
399,Transit,2018,HATSouth,2.29210200,15.693,1.400,597.52040,1.88000,0.830000,1856
400,Transit,2018,HATSouth,4.38884970,13.227,1.180,82.95363,0.26100,0.191000,1003
401,Transit,2018,HATSouth,2.74390040,11.960,1.067,177.98480,0.56000,0.560000,1161
402,Transit,2018,HATSouth,4.18762440,14.415,1.286,222.48100,0.70000,0.410000,1518
403,Transit,2018,HATSouth,4.74237290,10.122,0.903,54.98459,0.17300,0.280000,1054
404,Transit,2020,HATSouth,3.92280380,12.520,1.117,117.27927,0.36900,0.331000,853
405,Transit,2020,HATSouth,3.13166660,8.967,0.800,77.23269,0.24300,0.589000,955
406,Transit,2020,HATSouth,4.14804670,8.575,0.765,112.19399,0.35300,0.986000,835
407,Transit,2014,HATSouth,4.76338700,10.223,0.912,75.32300,0.23700,0.390000,1025
408,Transit,2017,HATSouth,3.82970150,12.666,1.130,123.95370,0.39000,0.330000,
409,Transit,2017,HATSouth,3.34887020,15.805,1.410,244.09344,0.76800,0.340000,1553
410,Transit,2017,HATSouth,1.36665436,15.491,1.382,711.93920,2.24000,1.060000,1834
411,Transit,2017,HATSouth,3.85377680,15.020,1.340,189.10885,0.59500,0.303000,1312
412,Transit,2019,HATSouth,2.54418280,11.960,1.067,241.55080,0.76000,0.770000,1625
413,Transit,2019,HATSouth,4.20420010,14.022,1.251,292.72143,0.92100,0.587000,1367
414,Transit,2019,HATSouth,4.32479900,18.921,1.688,191.33366,0.60200,0.155000,1902
415,Transit,2019,HATSouth,2.35062100,12.767,1.139,1000.21101,3.14700,2.650000,1413
416,Transit,2019,HATSouth,4.21808960,12.274,1.095,327.36490,1.03000,0.960000,1721
417,Transit,2018,HATSouth,5.41608100,12.621,1.126,256.17098,0.80600,0.700000,1128
418,Radial Velocity,2018,HATSouth,1422.00000000,12.300,1.100,4036.44100,12.70000,11.900000,176
419,Transit,2015,HATSouth,3.32527250,11.187,0.998,101.38777,0.31900,0.399000,713
420,Transit,2018,HATSouth,3.56082900,12.924,1.153,210.40346,0.66200,0.537000,1528
421,Transit,2018,HATSouth,7.81795300,13.395,1.195,1080.62200,3.40000,2.470000,1226
422,Transit,2018,HATSouth,3.27688370,11.825,1.055,56.89157,0.17900,0.076000,1237
423,Transit,2018,HATSouth,3.05665270,13.529,1.207,305.11680,0.96000,0.670000,1398
424,Transit,2018,HATSouth,4.90889700,18.820,1.679,305.11680,0.96000,0.245000,1793
425,Transit,2018,HATSouth,3.10516100,16.825,1.501,260.93843,0.82100,0.300000,1634
426,Transit,2018,HATSouth,3.14143910,15.816,1.411,1694.03390,5.33000,2.340000,1998
427,Transit,2018,HATSouth,1.60917880,18.887,1.685,460.85350,1.45000,0.374000,2193
428,Transit,2018,HATSouth,3.58622020,13.809,1.232,410.00070,1.29000,0.856000,1741
429,Transit,2018,HATSouth,2.22525770,10.593,0.945,183.38791,0.57700,0.460000,1296
430,Transit,2015,HATSouth,3.18531500,6.311,0.563,38.13960,0.12000,0.830000,1084
431,Transit,2019,HATSouth,1.88823780,15.513,1.384,4100.00700,12.90000,6.640000,2730
432,Transit,2020,HATSouth,3.79552020,11.478,1.024,117.59710,0.37000,0.420000,587
433,Transit,2020,HATSouth,7.32794740,8.097,0.722,39.85588,0.12540,0.411000,739
434,Transit,2021,HATSouth,1.73185606,11.568,1.032,464.02947,1.46000,1.640000,895
435,Transit,2021,HATSouth,2.78865560,9.909,0.884,156.05375,0.49100,0.878000,772
436,Transit,2021,HATSouth,1.94164230,12.094,1.079,835.57088,2.62900,2.580000,940
437,Transit,2021,HATSouth,3.08762620,13.058,1.165,436.69623,1.37400,1.077000,828
438,Transit,2015,HATSouth,3.58389300,9.785,0.873,43.86054,0.13800,0.259000,1324
439,Transit,2015,HATSouth,1.91529100,13.850,1.236,266.02371,0.83700,0.626000,1746
440,Imaging,2014,Paranal Observatory,,77.342,6.900,239000.00000,752.00000,2.840000,
441,Radial Velocity,2011,Bohyunsan Optical Astronomical Observatory,157.57001000,13.500,1.210,511.70630,1.61000,1.140000,
442,Radial Velocity,2007,La Silla Observatory,383.70001000,13.800,1.230,327.36490,1.03000,0.684000,
443,Radial Velocity,2010,La Silla Observatory,5.75969000,3.680,0.328,13.10000,0.04122,1.440000,
444,Radial Velocity,2010,La Silla Observatory,16.35700000,3.450,0.308,11.75000,0.03697,1.570000,
445,Radial Velocity,2010,La Silla Observatory,49.74800000,5.390,0.481,25.10000,0.07900,0.881000,
446,Radial Velocity,2010,La Silla Observatory,122.74400000,5.240,0.468,23.90000,0.07520,0.913000,
447,Radial Velocity,2010,La Silla Observatory,604.67000000,4.910,0.438,21.40000,0.06730,0.993000,
448,Radial Velocity,2010,La Silla Observatory,2205.00000000,9.400,0.838,64.40000,0.20300,0.426000,
449,Radial Velocity,2005,La Silla Observatory,70.46000000,10.600,0.949,79.45750,0.25000,0.367000,
450,Radial Velocity,2005,La Silla Observatory,20.81330000,8.470,0.756,54.03110,0.17000,0.489000,
451,Radial Velocity,2006,Kitt Peak National Observatory,4.11377000,14.200,1.270,130.31030,0.41000,0.250000,
452,Radial Velocity,2008,McDonald Observatory,127.58000000,12.900,1.150,1570.08020,4.94000,4.020000,
453,Radial Velocity,2011,W. M. Keck Observatory,778.09998000,12.600,1.120,2593.49280,8.16000,7.120000,
454,Radial Velocity,2018,W. M. Keck Observatory,1123.00000000,13.500,1.210,483.10160,1.52000,1.080000,
455,Radial Velocity,2010,Anglo-Australian Telescope,122.10000000,4.140,0.369,16.00000,0.05000,1.240000,
456,Radial Velocity,2019,Las Campanas Observatory,3090.94200000,13.100,1.170,113.90000,0.35837,0.278000,
457,Radial Velocity,2010,W. M. Keck Observatory,6.49470000,13.800,1.230,305.11680,0.96000,0.638000,
458,Radial Velocity,2009,La Silla Observatory,47.84000000,5.830,0.520,28.60470,0.09000,0.793000,
459,Radial Velocity,2014,La Silla Observatory,4.55570000,14.100,1.260,197.04600,0.62000,0.386000,
460,Radial Velocity,2013,La Silla Observatory,5.88810000,13.300,1.190,116.00000,0.36700,0.271000,
461,Radial Velocity,2022,La Silla Observatory,1919.00000000,13.600,1.210,457.67291,1.44000,1.000000,
462,Radial Velocity,2019,Las Campanas Observatory,120.87800000,3.350,0.299,11.20000,0.03524,1.640000,
463,Radial Velocity,2009,La Silla Observatory,55.80600000,8.180,0.729,50.85280,0.16000,0.511000,
464,Radial Velocity,2014,W. M. Keck Observatory,1032.30000000,13.600,1.210,472.61321,1.48700,1.030000,
465,Radial Velocity,2003,Okayama Astrophysical Observatory,199.50500000,12.600,1.120,2637.90000,8.30000,7.250000,
466,Radial Velocity,2022,La Silla Observatory,2412.00000000,14.100,1.260,203.41018,0.64000,0.399000,
467,Radial Velocity,2002,Lick Observatory,1531.00000000,12.500,1.110,3178.28407,10.00000,8.940000,
468,Radial Velocity,2011,W. M. Keck Observatory,1888.00000000,12.500,1.110,3219.61790,10.13000,9.060000,
469,Transit,2017,K2,9.55237000,2.440,0.218,12.60000,0.03964,4.700000,1153
470,Transit,2017,K2,21.05704000,4.350,0.388,15.20000,0.04782,1.010000,886
471,Radial Velocity,2006,W. M. Keck Observatory,989.20000000,13.800,1.230,298.75000,0.94000,0.625000,
472,Radial Velocity,2012,La Silla Observatory,3630.00000000,12.100,1.080,6006.95689,18.90000,18.600000,
473,Imaging,2013,Las Campanas Observatory,,12.400,1.110,3496.00000,11.00000,10.100000,1800
474,Radial Velocity,1999,W. M. Keck Observatory,1075.69000000,12.700,1.130,2028.70889,6.38300,5.440000,
475,Radial Velocity,2005,W. M. Keck Observatory,48.05600000,9.600,0.856,66.74100,0.21000,0.415000,
476,Radial Velocity,2021,Multiple Observatories,18.32670000,4.700,0.420,19.89606,0.06260,1.050000,
477,Radial Velocity,2002,La Silla Observatory,10.89850000,10.900,0.973,82.95000,0.26100,0.352000,890
478,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.79596300,1.615,0.144,3.24000,0.01020,4.230000,1099
479,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),6.20344900,2.071,0.185,4.94000,0.01550,3.060000,932
480,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),14.17568500,2.539,0.227,6.98000,0.02200,2.340000,708
481,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.59002500,3.083,0.275,9.71000,0.03060,1.820000,636
482,Transit,2021,CHaracterising ExOPlanets Satellite (CHEOPS),29.54115000,2.017,0.180,4.72000,0.01490,3.160000,
483,Radial Velocity,2014,La Silla Observatory,1129.00000000,13.100,1.170,1112.40000,3.50000,2.720000,
484,Radial Velocity,2011,W. M. Keck Observatory,437.70000000,13.300,1.180,767.24162,2.41400,1.790000,
485,Radial Velocity,2002,W. M. Keck Observatory,394.48123000,13.600,1.210,451.31860,1.42000,0.986000,
486,Radial Velocity,2005,W. M. Keck Observatory,1624.00000000,13.800,1.230,314.64000,0.99000,0.658000,
487,Radial Velocity,2010,Haute-Provence Observatory,68.27000000,13.900,1.240,273.33380,0.86000,0.559000,
488,Radial Velocity,2013,La Silla Observatory,7.85430000,4.310,0.385,17.16200,0.05400,1.180000,
489,Radial Velocity,2013,La Silla Observatory,30.93000000,5.270,0.470,24.15400,0.07600,0.907000,
490,Radial Velocity,2021,Haute-Provence Observatory,520.10000000,13.200,1.170,950.30694,2.99000,2.270000,259
491,Radial Velocity,2005,W. M. Keck Observatory,5.23989100,11.100,0.993,85.81410,0.27000,0.345000,
492,Radial Velocity,2021,Okayama Astrophysical Observatory,283.80000000,14.300,1.280,143.02278,0.45000,0.269000,
493,Radial Velocity,2009,La Silla Observatory,835.47700000,12.400,1.110,3524.59000,11.09000,10.200000,
494,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.18271000,3.200,0.285,10.30000,0.03250,1.730000,955
495,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.54100000,2.050,0.183,4.55000,0.01432,2.900000,1371
496,Radial Velocity,2021,La Silla Observatory,6.74400000,3.230,0.288,10.50000,0.03304,1.710000,990
